294.187,3.500,3.361,12.935,15.648,0.587,9.211,1.103,0.638,18.381,0.884,70.354,0.446,0.171,4.378,4.574,31.525,2.567,13.681,17.321,25.362,9.340,31.235,1.435,66.293
129.698,1.519,0.402,1.256,5.737,0.853,11.489,0.651,0.719,6.589,6.362,2.741,0.359,0.195,0.695,0.479,1.296,1.502,18.228,16.382,12.501,5.420,32.744,1.121,17.983
71.865,2.273,0.685,9.587,4.896,4.180,19.961,2.044,4.116,17.908,3.907,43.670,0.754,1.278,4.536,0.896,2.758,0.503,21.307,7.709,7.438,14.015,21.642,1.561,94.738
54.833,1.163,0.295,1.027,34.415,3.290,1.464,0.566,0.147,4.460,0.473,1.845,0.229,0.128,0.666,0.667,0.821,0.457,3.966,32.060,29.435,0.626,2.444,0.887,12.225
54.897,0.771,0.232,1.506,3.674,1.193,5.642,0.365,0.282,3.089,1.456,11.005,2.144,5.585,0.856,2.396,8.716,-0.174,6.787,5.895,4.185,0.917,5.669,0.382,71.936
35.897,2.608,3.954,6.591,6.608,0.978,26.754,2.750,0.438,13.962,1.433,39.013,2.253,0.387,0.567,0.919,10.125,0.745,13.686,9.641,7.371,4.318,3.146,0.824,30.347
390.830,1.815,0.451,2.880,178.754,0.728,2.156,3.035,0.147,10.438,9.338,1.294,1.172,0.707,0.191,5.032,0.822,0.974,15.150,258.874,261.992,0.534,3.452,3.430,6.243
44.065,1.005,0.290,3.465,10.737,1.928,5.770,0.464,2.149,7.819,0.624,2.842,0.340,0.190,0.244,0.752,1.048,0.224,26.255,5.180,7.975,0.658,2.362,0.707,71.098
33.398,0.902,0.889,2.462,5.851,0.630,6.768,0.303,0.926,2.754,0.880,13.774,0.449,0.286,1.002,2.132,3.856,-0.077,10.589,3.806,3.647,1.680,4.903,0.446,118.820
344.898,1.778,0.464,0.816,154.130,0.639,2.495,0.632,0.151,8.424,0.563,4.972,0.210,1.886,0.199,7.881,0.864,3.411,10.328,235.394,244.744,0.997,-0.020,1.577,10.589
306.504,2.222,0.602,7.688,8.769,2.568,3.073,0.961,0.855,60.424,1.039,89.945,0.394,6.314,0.341,5.688,25.198,4.705,31.036,29.603,8.105,4.923,19.895,1.275,75.633
23.423,1.187,0.305,0.904,5.339,0.354,0.729,0.569,0.159,4.852,0.603,1.958,0.249,1.203,0.207,0.354,1.644,0.445,4.835,8.034,6.270,0.658,-0.014,0.864,9.860
217.977,2.618,1.264,6.066,11.320,0.700,11.884,2.763,0.708,13.434,3.403,41.458,3.065,1.395,5.937,1.517,14.441,1.059,10.737,28.721,15.314,15.953,13.784,1.102,83.560
71.169,0.373,17.705,45.005,1.156,0.623,8.612,0.613,1.751,0.215,18.667,6.319,21.199,11.087,3.040,2.974,3.838,-0.476,9.404,7.097,24.139,0.543,6.948,1.070,9.969
114.864,3.078,0.987,3.854,8.266,0.407,3.608,4.622,0.626,11.398,0.595,6.267,0.922,0.152,3.443,0.437,8.048,8.748,5.458,5.837,6.819,4.367,7.326,0.969,17.384
25.301,8.778,0.307,0.873,5.459,0.342,0.716,0.579,0.152,6.443,1.729,7.890,0.240,0.133,0.202,1.889,2.411,0.474,4.601,4.993,7.791,1.800,4.985,0.888,22.097
61.969,3.577,1.275,1.589,6.059,1.157,13.982,0.667,0.287,10.946,0.917,8.917,0.457,0.254,0.357,3.246,1.980,0.514,8.289,8.181,15.619,0.986,5.045,0.845,46.576
653.387,4.675,1.796,1.006,144.513,1.364,0.871,2.853,0.187,11.503,0.706,1.778,0.271,0.134,0.253,7.203,1.147,1.336,10.281,206.645,214.077,1.640,0.428,1.819,7.509
1.653,0.786,1.732,1.426,2.872,0.554,1.122,1.527,0.265,1.825,4.017,2.316,0.393,4.355,0.296,0.407,1.254,-0.114,13.263,3.554,4.428,0.638,0.740,0.419,79.511
429.207,1.935,0.487,1.559,115.960,3.795,9.698,1.510,0.163,9.367,1.696,1.541,1.011,0.792,0.212,2.013,1.162,1.105,6.076,222.093,163.336,0.625,0.139,1.995,10.858
46.669,0.968,0.374,2.066,1.848,3.370,5.079,0.249,0.339,6.238,0.998,32.683,0.521,0.323,0.391,0.582,1.794,-0.148,8.887,8.599,5.394,0.988,2.984,0.309,155.250
38.551,1.143,0.305,2.944,6.192,1.219,0.766,1.509,0.169,4.332,0.534,2.031,0.263,0.150,0.217,0.365,4.798,3.553,9.767,4.795,5.948,4.362,6.261,0.824,57.331
630.439,5.019,1.366,11.868,13.677,0.635,19.137,1.596,0.260,18.114,3.890,38.895,1.260,2.212,0.740,10.988,11.753,4.852,17.999,30.764,14.685,12.506,58.135,3.641,49.990
13.571,1.205,0.370,2.179,4.363,1.516,8.408,1.874,0.256,7.156,0.788,3.444,0.396,0.232,0.780,4.129,1.378,0.236,6.934,14.787,7.471,0.831,-0.145,0.676,84.698
62.722,108.973,2.615,8.035,10.597,0.174,6.024,897.587,4.944,1277.049,3.393,67.378,0.121,0.316,0.273,0.252,0.518,838.240,28.070,7.602,13.444,12.645,22.115,742.740,48.939
151.263,2.159,0.362,0.958,5.935,0.378,4.328,0.655,0.166,6.283,2.420,10.544,0.275,0.856,2.431,0.901,1.119,0.602,7.500,10.893,12.648,2.683,0.912,0.953,21.586
62.035,1.191,0.310,6.942,5.254,2.668,5.893,0.567,0.170,12.789,0.541,2.027,1.024,1.036,0.219,0.942,0.943,0.423,4.612,9.607,6.192,0.674,2.679,0.847,18.207
73.675,1.873,1.033,3.689,5.466,0.638,0.718,0.579,0.155,6.469,0.499,1.958,0.243,0.135,0.204,1.270,1.544,3.590,14.909,6.599,9.185,0.665,5.738,0.888,25.932
122.284,1.661,0.453,5.153,6.922,2.106,0.797,0.685,1.249,14.183,0.764,21.493,0.690,0.129,3.707,3.896,12.327,0.746,17.905,20.634,13.725,8.804,76.030,1.742,88.806
21.944,2.021,0.465,4.442,5.482,0.407,6.766,0.590,1.178,7.340,0.586,2.197,0.288,0.162,0.235,1.609,1.026,0.463,5.065,11.510,10.196,1.941,1.207,0.869,16.269
419.219,1.756,6.599,29.482,8.408,0.263,6.312,0.801,0.103,7.863,0.405,1.897,1.379,4.746,0.578,3.988,84.503,5.866,7.984,110.906,164.223,0.748,0.931,2.777,5.693
69.722,2.716,0.381,1.134,5.582,0.389,3.938,0.655,0.169,12.903,0.563,23.029,3.081,0.145,2.325,1.447,5.448,1.376,12.906,8.212,8.519,1.804,5.789,1.891,54.177
24.462,0.830,0.226,1.387,5.144,2.367,3.546,0.406,0.261,3.375,0.767,2.142,1.295,6.268,0.291,0.393,1.543,-0.090,6.517,3.169,4.905,0.868,-0.705,0.480,12.631
107.498,0.845,1.981,4.694,4.994,0.648,1.240,0.298,0.537,2.333,0.903,21.808,0.466,3.057,0.349,2.951,6.086,-0.174,7.779,3.372,3.297,2.964,11.426,0.588,120.659
261.094,1.478,0.367,0.656,52.745,1.720,2.789,1.174,0.117,6.560,0.426,1.382,0.167,0.086,0.549,2.137,1.822,0.828,11.019,137.222,140.817,1.426,1.536,1.659,6.533
156.107,3.430,3.663,0.761,6.042,2.589,6.887,1.529,0.129,6.470,2.913,12.710,0.213,0.104,0.187,0.345,0.814,0.615,5.877,17.399,8.355,9.841,20.311,2.287,34.894
50.153,1.125,1.431,9.156,5.119,0.349,1.413,5.685,0.157,4.196,2.133,10.883,0.245,0.138,0.203,0.345,4.434,1.688,4.189,5.244,14.035,1.353,17.063,4.166,39.110
426.699,2.162,0.545,1.199,128.703,0.740,1.531,0.686,6.916,10.119,0.702,5.141,1.425,0.141,2.920,3.593,2.371,1.224,28.491,305.462,379.369,1.342,-0.172,4.313,7.601
565.537,2.237,1.125,1.284,129.285,0.671,3.354,0.739,0.193,11.592,0.727,1.620,0.270,0.139,0.252,8.646,1.132,2.205,15.986,180.120,408.873,0.681,0.185,1.865,7.722
66.746,1.901,1.060,1.768,5.900,1.265,15.652,0.727,0.318,9.235,1.022,8.961,3.938,0.285,2.360,2.435,4.388,1.477,14.632,37.852,7.427,3.380,17.064,0.844,16.543
63.629,9.102,0.467,5.437,6.680,0.468,5.050,0.620,0.202,8.425,0.674,48.761,4.604,1.926,3.235,1.348,1.440,1.541,54.585,11.639,9.953,9.593,13.671,0.786,86.958
86.566,3.968,0.334,9.042,18.087,3.082,4.817,0.665,3.046,217.864,0.402,29.105,0.205,0.093,2.592,1.750,1.917,2.205,98.697,22.610,6.587,3.946,9.177,1.635,55.932
64.835,1.213,0.382,2.385,6.973,1.741,0.858,0.533,1.478,4.816,0.604,15.056,0.693,0.174,2.809,0.418,4.311,0.387,6.450,4.755,5.187,12.201,30.491,3.436,85.784
126.501,0.938,0.486,9.930,8.478,3.041,2.090,0.910,0.477,5.212,5.212,1.719,0.223,3.901,0.186,3.284,4.522,0.284,5.301,45.719,6.618,9.059,51.481,2.466,11.096
40.109,1.358,0.350,6.511,6.212,0.947,0.682,0.638,0.141,5.727,0.476,5.453,0.230,0.113,0.199,4.918,6.782,0.609,4.184,5.705,7.042,5.908,12.029,0.981,29.346
15.377,1.139,7.043,0.744,5.807,0.215,3.324,0.590,0.090,4.487,0.313,1.567,1.991,0.851,0.139,0.277,0.578,0.753,2.574,4.992,9.975,3.494,1.103,1.050,16.822
208.877,1.730,0.620,7.479,8.480,0.564,7.627,0.588,0.246,8.783,0.812,43.836,0.428,0.203,0.712,7.019,23.275,3.404,14.448,17.419,5.473,6.438,20.128,2.119,127.725
114.569,1.368,0.341,1.198,5.759,0.876,0.655,2.676,0.133,10.431,0.453,12.945,0.229,0.110,1.404,1.961,17.909,1.021,4.043,11.599,17.356,0.754,6.380,0.948,32.232
59.186,1.270,0.330,1.451,6.707,0.385,6.200,0.588,0.173,5.091,1.390,2.096,0.272,0.151,0.225,1.586,0.980,0.476,9.691,14.365,6.415,0.706,9.744,0.879,19.254
65.913,35.619,9.767,60.875,818.845,35.779,36.667,6.381,11.304,339.274,2.764,1.389,0.959,7.036,1.345,7.167,44.843,0.524,821.818,29.480,6.058,0.923,-0.303,0.835,14.721
31.645,0.841,0.263,6.967,3.124,0.990,4.285,0.823,0.245,2.322,4.654,13.987,0.626,2.336,0.279,0.407,5.184,-0.008,11.443,3.520,7.092,2.304,1.072,0.510,87.407
96.715,1.232,0.494,2.453,5.993,0.832,9.539,0.256,0.668,13.447,3.554,57.099,1.788,0.363,0.473,0.724,2.258,-0.114,11.649,5.354,7.659,6.002,22.955,0.222,170.561
198.664,1.369,0.340,0.737,7.620,4.969,5.092,0.637,0.132,6.731,0.456,1.572,1.855,2.104,0.177,5.855,0.753,3.414,7.433,38.554,130.072,1.624,6.107,1.126,18.278
357.857,1.034,18.554,1.654,120.840,3.112,2.264,0.626,0.057,8.631,73.342,12.926,78.808,3.498,1.723,5.492,0.401,2.624,4.493,13.422,292.972,2.597,0.544,1.196,3.305
39.585,1.475,0.318,1.572,4.093,2.186,6.908,4.715,0.621,3.839,2.581,10.544,0.814,0.209,0.272,0.430,1.192,0.203,5.952,5.161,13.432,2.595,-0.298,0.668,77.408
36.555,1.350,0.344,1.238,5.666,0.372,1.870,0.626,0.164,7.132,0.539,11.166,1.240,0.175,2.103,0.654,1.146,0.836,4.739,11.253,10.569,0.970,0.272,0.915,37.891
383.155,1.870,0.487,1.872,102.838,3.216,0.756,1.791,0.158,11.917,1.939,1.477,0.221,0.115,0.209,6.037,3.757,1.865,6.762,352.419,125.889,1.507,0.112,1.616,6.586
60.397,1.214,0.311,3.563,5.466,0.347,0.718,1.738,0.155,4.784,1.074,2.353,0.243,0.135,0.204,0.354,0.881,0.476,6.128,5.027,7.873,1.772,1.335,0.888,20.854
39.680,1.202,2.426,0.773,24.892,3.278,2.553,0.586,0.133,6.933,3.977,9.591,0.212,0.111,1.043,3.234,0.780,0.513,3.714,5.384,18.673,0.898,0.126,0.922,6.857
84.821,0.795,0.354,16.506,13.801,5.096,7.570,2.832,0.511,13.427,1.481,19.585,2.126,9.317,8.287,1.916,3.981,-0.780,87.250,16.524,9.445,8.161,30.625,1.653,144.442
245.686,2.979,1.782,0.759,6.479,0.506,2.969,0.684,1.821,6.812,1.403,28.302,0.214,0.115,0.937,1.524,20.547,2.789,36.424,16.307,9.285,9.465,33.826,4.913,78.394
61.108,1.132,3.584,7.132,5.286,0.292,0.792,0.579,0.129,4.325,0.419,3.409,4.014,0.107,0.178,1.193,3.464,0.475,4.604,21.045,6.129,0.626,0.363,0.886,6.299
62.674,1.232,0.317,3.875,9.170,0.834,4.196,0.586,0.154,4.885,0.500,4.178,0.243,0.788,0.205,2.607,3.199,0.491,8.031,8.641,6.466,3.918,3.933,1.107,48.090
53.056,1.577,0.461,4.752,4.095,0.934,20.336,0.712,1.779,6.520,1.337,3.686,0.677,4.196,1.019,0.798,2.249,0.051,11.864,5.986,5.511,1.080,15.665,1.104,14.423
89.924,1.110,5.613,4.385,7.895,0.252,1.741,0.584,2.030,6.103,2.042,1.596,0.173,0.089,0.634,0.775,0.637,1.964,4.808,6.982,6.615,5.669,14.217,0.950,19.251
471.261,1.750,0.412,9.294,9.034,2.186,5.232,0.799,1.604,11.670,0.484,1.736,0.204,0.096,0.189,1.951,0.838,0.949,12.758,19.530,10.209,1.526,17.227,1.350,24.985
359.460,2.860,47.220,14.750,6.465,0.181,0.425,0.551,1.978,11.135,15.070,6.101,3.903,5.680,4.978,0.257,9.834,2.260,2.149,27.433,288.634,0.610,0.033,1.090,6.822
215.168,1.233,0.311,11.769,6.417,0.215,3.464,0.632,0.088,22.091,0.308,6.643,3.898,0.059,0.190,3.499,9.276,0.728,61.080,30.804,9.087,20.611,51.615,2.541,77.568
372.278,2.168,0.550,1.221,62.124,0.411,4.417,0.882,0.174,11.084,0.658,6.392,1.109,0.131,3.816,4.307,3.453,1.735,14.122,260.833,308.645,0.724,1.379,1.752,10.229
276.671,1.922,7.694,12.768,9.666,1.823,3.094,0.836,3.463,45.565,0.426,9.189,24.849,0.084,3.662,0.398,7.712,5.464,132.705,19.490,16.437,69.056,339.527,1.491,71.247
52.056,1.090,3.288,1.164,6.387,0.343,0.713,0.520,0.155,4.877,0.489,8.863,1.116,0.135,0.200,0.345,6.156,0.387,4.122,4.686,5.918,0.643,7.308,0.827,60.786
73.126,139.779,0.278,4.917,6.292,0.558,0.679,914.783,8.666,1149.244,1.065,46.848,0.248,0.141,5.331,0.339,0.887,785.725,4.312,4.203,8.135,0.687,-0.140,705.639,110.769
111.872,1.422,0.321,2.938,7.113,0.332,0.856,0.790,0.146,7.232,0.479,16.431,1.653,0.180,0.663,0.355,3.765,1.650,5.296,7.704,6.507,2.919,22.121,0.913,32.930
29.710,62.890,2.841,4.209,8.254,0.242,4.656,2.080,0.103,5.575,3.048,24.165,0.172,0.083,0.694,0.297,4.367,0.566,4.070,5.742,6.497,3.030,7.845,0.949,17.621
347.907,2.025,0.512,1.212,62.228,0.381,2.472,0.758,0.161,9.927,0.606,1.673,1.200,0.119,2.880,5.040,4.291,1.191,5.386,276.636,199.071,0.688,0.360,1.653,19.072
20.146,1.208,1.980,1.604,9.367,0.334,2.295,0.581,0.148,8.986,0.481,1.918,0.234,0.128,0.198,0.626,0.882,0.486,5.193,9.835,9.976,0.656,4.683,1.343,44.055
